index,category
0,12
1,0
2,6
3,2
4,0
5,12
6,11
7,12
8,11
9,2
10,8
11,1
12,6
13,7
14,4
15,4
16,11
17,1
18,9
19,6
20,0
21,8
22,10
23,10
24,1
25,6
26,8
27,9
28,3
29,8
30,0
31,6
32,9
33,5
34,7
35,0
36,6
37,4
38,6
39,11
40,9
41,0
42,3
43,11
44,4
45,4
46,9
47,11
48,8
49,8
50,7
51,12
52,9
53,2
54,5
55,12
56,4
57,1
58,7
59,6
60,7
61,7
62,9
63,3
64,11
65,3
66,3
67,0
68,5
69,1
70,4
71,4
72,12
73,2
74,8
75,6
76,9
77,10
78,7
79,9
80,0
81,1
82,0
83,1
84,6
85,3
86,0
87,1
88,4
89,0
90,3
91,6
92,0
93,7
94,11
95,0
96,11
97,12
98,10
99,0
100,1
101,9
102,10
103,7
104,1
105,8
106,7
107,12
108,6
109,2
110,4
111,0
112,8
113,11
114,5
115,12
116,3
117,6
118,8
119,1
120,0
121,12
122,3
123,1
124,9
125,11
126,5
127,6
128,10
129,5
130,1
131,11
132,11
133,8
134,2
135,7
136,1
137,9
138,11
139,0
140,3
141,0
142,8
143,3
144,0
145,4
146,6
147,2
148,4
149,8
150,0
151,7
152,8
153,9
154,6
155,0
156,9
157,8
158,4
159,3
160,8
161,5
162,4
163,10
164,12
165,6
166,4
167,10
168,6
169,8
170,3
171,12
172,8
173,12
174,0
175,7
176,5
177,4
178,1
179,6
180,5
181,4
182,10
183,11
184,12
185,10
186,11
187,2
188,3
189,11
190,4
191,7
192,3
193,0
194,9
195,4
196,11
197,12
198,0
199,11
200,7
201,4
202,7
203,6
204,2
205,2
206,9
207,2
208,5
209,12
210,12
211,1
212,12
213,4
214,3
215,6
216,1
217,6
218,7
219,2
220,1
221,3
222,10
223,12
224,0
225,3
226,3
227,6
228,6
229,0
230,5
231,7
232,11
233,3
234,11
235,11
236,3
237,1
238,5
239,3
240,5
241,9
242,11
243,10
244,8
245,11
246,4
247,3
248,12
249,11
250,2
251,3
252,6
253,4
254,11
255,4
256,8
257,2
258,4
259,2
260,1
261,3
262,1
263,8
264,7
265,10
266,12
267,11
268,12
269,10
270,7
271,7
272,11
273,8
274,5
275,0
276,6
277,4
278,7
279,2
280,12
281,1
282,4
283,9
284,5
285,6
286,10
287,11
288,8
289,12
290,5
291,2
292,0
293,4
294,0
295,10
296,0
297,10
298,11
299,9
300,7
301,10
302,7
303,1
304,9
305,7
306,12
307,9
308,11
309,12
310,6
311,8
312,7
313,8
314,10
315,6
316,1
317,7
318,10
319,1
320,8
321,10
322,2
323,1
324,4
325,8
326,11
327,10
328,3
329,2
330,6
331,0
332,8
333,10
334,11
335,8
336,12
337,1
338,6
339,1
340,11
341,7
342,10
343,4
344,8
345,2
346,8
347,10
348,1
349,11
350,9
351,9
352,5
353,3
354,12
355,0
356,5
357,5
358,7
359,0
360,7
361,0
362,0
363,7
364,5
365,8
366,10
367,7
368,3
369,0
370,2
371,4
372,7
373,3
374,10
375,6
376,4
377,3
378,3
379,3
380,11
381,9
382,7
383,11
384,10
385,3
386,0
387,12
388,1
389,11
390,1
391,8
392,11
393,1
394,11
395,3
396,2
397,10
398,0
399,3
400,1
401,5
402,5
403,5
404,4
405,6
406,0
407,12
408,3
409,8
410,12
411,7
412,11
413,5
414,2
415,6
416,7
417,9
418,12
419,0
420,12
421,12
422,12
423,7
424,1
425,3
426,7
427,7
428,11
429,0
430,12
431,9
432,2
433,6
434,3
435,8
436,3
437,0
438,10
439,1
440,0
441,2
442,11
443,3
444,10
445,12
446,5
447,6
448,10
449,1
450,7
451,11
452,0
453,10
454,7
455,12
456,9
457,2
458,7
459,7
460,4
461,12
462,11
463,11
464,12
465,6
466,12
467,5
468,12
469,1
470,0
471,7
472,12
473,3
474,9
475,2
476,0
477,6
478,0
479,4
480,8
481,5
482,12
483,9
484,9
485,0
486,1
487,7
488,9
489,11
490,11
491,12
492,11
493,9
494,11
495,9
496,8
497,11
498,7
499,9
500,1
501,4
502,7
503,10
504,10
505,7
506,8
507,11
508,6
509,12
510,0
511,11
512,5
513,0
514,2
515,0
516,10
517,5
518,5
519,6
520,11
521,1
522,12
523,11
524,10
525,3
526,6
527,12
528,12
529,4
530,4
531,10
532,6
533,1
534,8
535,7
536,1
537,7
538,1
539,8
540,10
541,3
542,10
543,2
544,4
545,10
546,4
547,5
548,8
549,5
550,0
551,11
552,12
553,10
554,2
555,12
556,8
557,6
558,5
559,5
560,7
561,1
562,9
563,8
564,8
565,7
566,12
567,3
568,2
569,9
570,6
571,10
572,8
573,3
574,12
575,7
576,0
577,9
578,2
579,11
580,10
581,8
582,11
583,5
584,2
585,3
586,6
587,10
588,0
589,11
590,1
591,9
592,6
593,8
594,12
595,0
596,12
597,7
598,9
599,0
600,2
601,4
602,4
603,0
604,10
605,3
606,11
607,1
608,12
609,7
610,4
611,7
612,1
613,6
614,10
615,7
616,6
617,12
618,3
619,8
620,1
621,9
622,11
623,1
624,6
625,12
626,12
627,5
628,10
629,0
630,2
631,4
632,11
633,5
634,9
635,6
636,2
637,0
638,4
639,4
640,2
641,8
642,4
643,11
644,11
645,7
646,2
647,10
648,3
649,12
650,3
651,12
652,7
653,0
654,8
655,9
656,3
657,2
658,3
659,10
660,0
661,7
662,12
663,9
664,9
665,1
666,1
667,4
668,7
669,9
670,9
671,6
672,11
673,7
674,11
675,5
676,5
677,4
678,0
679,10
680,11
681,0
682,5
683,3
684,9
685,7
686,3
687,5
688,11
689,0
690,3
691,3
692,3
693,0
694,1
695,12
696,5
697,5
698,5
699,12
700,8
701,11
702,6
703,3
704,4
705,7
706,4
707,8
708,1
709,5
710,8
711,6
712,12
713,2
714,5
715,9
716,10
717,1
718,10
719,9
720,1
721,7
722,1
723,3
724,7
725,11
726,3
727,5
728,0
729,6
730,3
731,3
732,9
733,1
734,10
735,12
736,0
737,8
738,9
739,0
740,4
741,1
742,11
743,11
744,10
745,6
746,9
747,11
748,1
749,4
750,5
751,5
752,7
753,4
754,11
755,9
756,7
757,11
758,11
759,11
760,2
761,4
762,8
763,10
764,5
765,0
766,10
767,2
768,9
769,10
770,2
771,8
772,0
773,5
774,0
775,10
