index,category
0,6
1,3
2,6
3,12
4,4
5,7
6,6
7,12
8,9
9,2
10,8
11,5
12,6
13,5
14,6
15,5
16,8
17,1
18,6
19,6
20,7
21,6
22,3
23,0
24,6
25,6
26,6
27,9
28,6
29,8
30,11
31,8
32,6
33,5
34,6
35,5
36,6
37,12
38,7
39,6
40,0
41,4
42,7
43,8
44,8
45,4
46,0
47,9
48,11
49,4
50,5
51,6
52,1
53,6
54,7
55,5
56,6
57,8
58,1
59,6
60,7
61,7
62,6
63,3
64,8
65,1
66,3
67,5
68,12
69,2
70,4
71,0
72,0
73,3
74,8
75,7
76,0
77,3
78,5
79,6
80,0
81,4
82,11
83,6
84,10
85,6
86,6
87,0
88,5
89,6
90,6
91,6
92,7
93,6
94,6
95,6
96,6
97,6
98,3
99,6
100,0
101,1
102,6
103,3
104,7
105,8
106,3
107,11
108,8
109,10
110,11
111,11
112,7
113,6
114,5
115,6
116,10
117,8
118,8
119,7
120,11
121,10
122,11
123,3
124,2
125,6
126,10
127,11
128,0
129,6
130,1
131,2
132,6
133,6
134,12
135,7
136,1
137,6
138,9
139,6
140,7
141,0
142,8
143,8
144,9
145,4
146,6
147,6
148,6
149,8
150,6
151,6
152,6
153,12
154,6
155,1
156,12
157,2
158,12
159,3
160,8
161,6
162,5
163,6
164,8
165,10
166,6
167,3
168,8
169,8
170,4
171,9
172,8
173,12
174,6
175,5
176,12
177,3
178,1
179,11
180,6
181,5
182,10
183,6
184,0
185,1
186,9
187,8
188,10
189,11
190,4
191,6
192,4
193,6
194,9
195,6
196,6
197,6
198,1
199,6
200,8
201,6
202,3
203,8
204,8
205,2
206,12
207,12
208,12
209,7
210,6
211,6
212,6
213,4
214,1
215,6
216,1
217,5
218,6
219,6
220,1
221,3
222,3
223,6
224,3
225,4
226,4
227,7
228,11
229,7
230,6
231,7
232,11
233,5
234,6
235,11
236,6
237,6
238,6
239,0
240,12
241,9
242,6
243,3
244,10
245,3
246,6
247,11
248,6
249,6
250,4
251,11
252,6
253,6
254,5
255,4
256,3
