index,category
0,12
1,0
2,6
3,6
4,0
5,7
6,8
7,7
8,6
9,2
10,8
11,2
12,6
13,5
14,6
15,2
16,8
17,6
18,6
19,6
20,7
21,0
22,6
23,5
24,6
25,6
26,5
27,2
28,0
29,8
30,0
31,6
32,12
33,5
34,6
35,5
36,0
37,8
38,7
39,6
40,6
41,2
42,7
43,8
44,12
45,4
46,6
47,6
48,11
49,4
50,12
51,12
52,6
53,6
54,7
55,2
56,1
57,8
58,2
59,12
60,3
61,7
62,6
63,6
64,8
65,11
66,2
67,12
68,2
69,2
70,3
71,3
72,3
73,2
74,5
75,7
76,6
77,2
78,5
79,12
80,2
81,3
82,6
83,6
84,9
85,6
86,6
87,6
88,2
89,6
90,6
91,6
92,12
93,2
94,6
95,2
96,6
97,12
98,6
99,6
100,6
101,0
102,2
103,6
104,7
105,8
106,6
107,6
108,12
109,5
110,11
111,6
112,7
113,2
114,5
115,12
116,2
117,2
118,8
119,7
120,6
121,6
122,6
123,2
124,2
125,6
126,1
127,10
128,6
129,10
130,1
131,2
132,0
133,6
134,2
135,7
136,1
137,0
138,9
139,9
140,11
141,3
142,0
143,8
144,6
145,4
146,6
147,8
148,1
149,8
150,5
151,12
152,9
153,5
154,2
155,6
156,4
157,2
158,2
159,8
160,6
161,10
162,5
163,6
164,5
165,6
166,2
167,8
168,6
169,8
170,4
171,6
172,8
173,5
174,5
175,6
176,5
177,0
178,10
179,6
180,2
181,5
182,5
183,6
184,0
185,8
186,6
187,12
188,5
189,6
190,3
191,12
192,3
193,12
194,9
195,6
196,6
197,2
198,9
199,12
200,8
201,6
202,7
203,6
204,2
205,2
206,2
207,2
208,2
209,3
210,6
211,1
212,8
213,4
214,0
215,12
216,10
217,12
218,6
219,9
220,12
221,6
222,1
223,5
224,6
225,12
226,3
227,7
228,6
229,7
230,6
231,7
232,2
233,9
234,6
235,3
236,6
237,10
238,8
239,6
240,6
241,9
242,8
243,5
244,5
245,2
246,6
247,6
248,6
249,6
250,6
251,6
252,6
253,8
254,6
255,4
256,12
257,2
258,2
259,6
260,12
261,2
262,6
263,7
264,6
265,6
266,0
267,6
268,6
269,5
270,7
271,6
272,12
273,7
274,5
275,5
276,6
277,6
278,6
279,2
280,2
281,0
282,6
283,6
284,3
285,6
286,5
287,6
288,12
289,8
290,6
291,8
292,12
293,6
294,5
295,11
296,6
297,6
298,12
299,9
300,12
301,6
302,4
303,8
304,12
305,7
306,11
307,5
308,8
309,2
310,6
311,6
312,6
313,5
314,1
315,2
316,6
317,5
318,6
319,12
320,2
321,12
322,2
323,6
324,7
325,8
326,2
327,9
328,0
329,2
330,5
331,5
332,6
333,6
334,11
335,11
336,2
337,5
338,2
339,3
340,7
341,3
342,5
343,1
344,8
345,8
346,2
347,12
348,10
349,0
350,1
351,6
352,12
353,6
354,8
355,6
356,10
357,5
358,6
359,6
360,7
361,6
362,11
363,6
364,8
365,6
366,6
367,6
368,8
369,2
370,6
371,6
372,2
373,6
374,2
375,6
376,6
377,3
378,6
379,7
380,2
381,6
382,7
383,6
384,0
385,8
386,9
387,6
388,6
389,6
390,8
391,8
392,2
393,8
394,11
395,6
396,2
397,4
398,6
399,6
400,3
401,6
402,9
403,2
404,6
405,12
406,3
407,6
408,6
409,5
410,3
411,6
412,2
413,6
414,5
415,2
416,6
417,8
418,6
419,6
420,6
421,6
422,12
423,6
424,3
425,6
426,11
427,3
428,7
429,8
430,6
431,2
432,8
433,6
434,6
435,12
436,6
437,6
438,6
439,12
440,5
441,6
442,2
443,6
444,8
445,12
446,5
447,6
448,6
449,5
450,6
451,2
452,5
453,6
454,3
455,11
456,6
457,6
458,2
459,6
460,2
461,12
462,11
463,6
464,8
465,7
466,8
467,2
468,6
469,3
470,5
471,6
472,3
473,12
474,6
475,6
476,6
477,12
478,7
479,12
480,5
481,6
482,3
483,12
484,6
485,6
486,5
487,3
488,6
489,12
490,2
491,12
492,6
493,1
494,6
495,1
496,3
497,6
498,3
499,6
500,8
501,4
502,6
503,6
504,2
505,0
506,12
507,2
508,11
509,12
510,2
511,6
512,6
513,3
514,3
515,12
516,2
517,6
518,7
519,7
520,8
521,6
522,2
523,6
524,12
525,11
526,7
527,3
528,2
529,5
530,12
531,5
532,2
533,6
534,8
535,6
536,8
537,4
538,6
539,7
540,0
541,6
542,12
543,2
544,6
545,6
546,2
547,6
548,12
549,5
550,12
551,7
552,6
553,6
554,12
555,3
556,6
557,6
558,12
559,10
560,6
561,6
562,12
563,2
564,6
565,5
566,2
567,6
568,2
569,2
570,5
571,12
572,6
573,6
574,7
575,2
576,9
577,6
578,6
579,6
580,6
581,0
582,11
583,5
584,6
585,6
586,11
587,2
588,6
589,12
590,0
591,6
592,8
593,12
594,12
595,5
596,6
597,12
598,9
599,8
600,6
601,6
602,2
603,12
604,5
605,6
606,11
607,6
608,6
609,2
610,8
611,5
612,5
613,6
614,2
615,2
616,6
617,8
618,2
619,12
620,6
621,6
622,6
623,6
624,8
625,7
626,12
627,8
628,6
629,5
630,11
631,2
632,0
633,6
634,6
635,12
636,2
637,6
638,6
639,6
640,6
641,5
642,2
643,11
644,6
645,6
646,12
647,0
648,2
649,5
650,5
651,6
652,2
653,0
654,2
655,6
656,9
657,6
658,6
659,6
660,12
661,5
662,8
663,5
664,12
665,2
666,2
667,6
668,5
669,6
670,9
671,6
672,6
673,7
674,12
675,10
676,12
677,6
678,7
679,6
680,7
681,0
682,3
683,6
684,9
685,6
686,6
687,8
688,6
689,9
690,3
691,12
692,2
693,2
694,6
695,0
696,5
697,6
698,10
699,5
700,8
701,12
702,7
703,7
704,6
705,3
706,3
707,8
708,9
709,2
710,12
711,6
712,0
713,6
714,2
715,10
716,2
717,12
718,6
719,6
720,2
721,6
722,5
723,6
724,2
725,6
726,7
727,6
728,12
729,6
730,6
731,6
732,0
733,6
734,6
735,12
736,6
737,6
738,6
739,6
740,2
741,10
742,1
743,3
744,5
745,2
746,11
747,5
748,5
749,6
750,5
751,10
752,6
753,6
754,6
755,3
756,6
757,7
758,6
759,12
760,2
761,3
762,7
763,2
764,5
765,3
766,9
767,2
768,6
769,8
770,2
771,6
772,3
773,6
774,6
775,2
