index,category
0,12
1,2
2,6
3,8
4,0
5,7
6,8
7,7
8,2
9,2
10,8
11,2
12,3
13,12
14,6
15,2
16,6
17,6
18,3
19,12
20,7
21,8
22,2
23,0
24,3
25,6
26,6
27,2
28,4
29,10
30,2
31,8
32,12
33,5
34,6
35,5
36,8
37,8
38,7
39,2
40,6
41,0
42,7
43,8
44,2
45,4
46,6
47,3
48,11
49,4
50,12
51,12
52,2
53,2
54,7
55,5
56,1
57,8
58,2
59,6
60,7
61,7
62,2
63,6
64,8
65,11
66,6
67,12
68,2
69,2
70,2
71,3
72,3
73,6
74,6
75,7
76,5
77,12
78,6
79,12
80,0
81,12
82,2
83,6
84,12
85,6
86,6
87,6
88,2
89,12
90,2
91,2
92,12
93,8
94,12
95,0
96,4
97,12
98,12
99,3
100,2
101,6
102,8
103,3
104,7
105,12
106,6
107,6
108,6
109,10
110,11
111,10
112,8
113,2
114,5
115,12
116,2
117,2
118,8
119,7
120,6
121,1
122,6
123,6
124,2
125,8
126,1
127,1
128,12
129,1
130,1
131,6
132,0
133,6
134,2
135,7
136,1
137,8
138,5
139,10
140,11
141,2
142,8
143,3
144,2
145,4
146,6
147,8
148,1
149,8
150,0
151,12
152,10
153,5
154,2
155,2
156,4
157,2
158,2
159,8
160,2
161,1
162,10
163,4
164,8
165,12
166,2
167,8
168,5
169,8
170,4
171,2
172,8
173,5
174,5
175,6
176,5
177,8
178,1
179,2
180,8
181,5
182,12
183,2
184,8
185,8
186,8
187,12
188,6
189,2
190,4
191,12
192,2
193,12
194,9
195,2
196,6
197,8
198,10
199,4
200,8
201,6
202,7
203,6
204,2
205,2
206,2
207,2
208,2
209,7
210,3
211,1
212,8
213,4
214,8
215,12
216,1
217,12
218,3
219,10
220,6
221,3
222,1
223,12
224,12
225,3
226,3
227,7
228,9
229,7
230,6
231,7
232,11
233,10
234,6
235,6
236,8
237,1
238,8
239,2
240,4
241,9
242,8
243,10
244,5
245,2
246,6
247,6
248,3
249,8
250,4
251,12
252,2
253,8
254,6
255,4
256,12
257,2
258,10
259,0
260,8
261,5
262,6
263,7
264,10
265,2
266,6
267,8
268,6
269,12
270,7
271,9
272,12
273,3
274,5
275,4
276,6
277,12
278,6
279,2
280,2
281,6
282,2
283,3
284,2
285,5
286,6
287,8
288,8
289,8
290,3
291,4
292,12
293,8
294,5
295,11
296,5
297,8
298,12
299,10
300,12
301,6
302,4
303,2
304,5
305,7
306,11
307,5
308,8
309,12
310,2
311,6
312,12
313,5
314,1
315,8
316,2
317,5
318,2
319,12
320,8
321,12
322,8
323,4
324,7
325,8
326,2
327,10
328,8
329,2
330,5
331,5
332,2
333,8
334,11
335,11
336,2
337,5
338,0
339,0
340,7
341,3
342,5
343,1
344,8
345,2
346,8
347,12
348,1
349,3
350,1
351,3
352,12
353,8
354,7
355,6
356,1
357,5
358,12
359,4
360,7
361,2
362,11
363,6
364,8
365,8
366,12
367,5
368,2
369,10
370,6
371,8
372,5
373,6
374,2
375,12
376,9
377,3
378,6
379,7
380,2
381,12
382,7
383,6
384,8
385,8
386,0
387,6
388,6
389,0
390,8
391,8
392,2
393,8
394,11
395,2
396,2
397,4
398,4
399,8
400,4
401,2
402,10
403,5
404,4
405,12
406,2
407,6
408,6
409,5
410,9
411,6
412,2
413,6
414,2
415,2
416,8
417,7
418,2
419,12
420,6
421,4
422,12
423,6
424,6
425,9
426,11
427,6
428,11
429,8
430,5
431,12
432,2
433,8
434,6
435,12
436,12
437,6
438,6
439,0
440,2
441,5
442,2
443,12
444,8
445,5
446,5
447,2
448,2
449,2
450,6
451,2
452,0
453,6
454,5
455,11
456,12
457,12
458,3
459,0
460,6
461,12
462,11
463,3
464,8
465,7
466,8
467,12
468,6
469,6
470,9
471,2
472,5
473,12
474,2
475,12
476,0
477,12
478,5
479,12
480,5
481,8
482,2
483,12
484,6
485,0
486,5
487,6
488,5
489,12
490,2
491,12
492,6
493,1
494,12
495,1
496,3
497,2
498,12
499,9
500,8
501,4
502,6
503,8
504,6
505,6
506,12
507,4
508,10
509,12
510,2
511,11
512,5
513,0
514,2
515,4
516,9
517,4
518,7
519,7
520,8
521,12
522,2
523,6
524,12
525,11
526,7
527,4
528,12
529,5
530,12
531,6
532,12
533,2
534,8
535,6
536,8
537,4
538,4
539,8
540,12
541,2
542,12
543,2
544,5
545,6
546,9
547,12
548,12
549,0
550,12
551,7
552,4
553,10
554,12
555,2
556,0
557,6
558,12
559,1
560,5
561,6
562,12
563,5
564,5
565,5
566,2
567,2
568,2
569,2
570,6
571,12
572,2
573,6
574,0
575,8
576,0
577,2
578,8
579,8
580,6
581,12
582,11
583,5
584,6
585,2
586,6
587,12
588,2
589,12
590,8
591,6
592,5
593,8
594,12
595,5
596,2
597,12
598,9
599,8
600,2
601,2
602,6
603,12
604,5
605,2
606,11
607,2
608,3
609,2
610,8
611,2
612,5
613,12
614,2
615,2
616,6
617,8
618,2
619,12
620,0
621,5
622,6
623,6
624,8
625,7
626,12
627,8
628,12
629,4
630,7
631,5
632,5
633,2
634,5
635,12
636,2
637,12
638,4
639,2
640,6
641,0
642,11
643,11
644,4
645,2
646,12
647,11
648,2
649,5
650,6
651,8
652,4
653,6
654,8
655,2
656,9
657,10
658,2
659,2
660,5
661,5
662,8
663,2
664,2
665,6
666,8
667,9
668,6
669,6
670,9
671,8
672,6
673,7
674,12
675,1
676,2
677,2
678,7
679,8
680,7
681,2
682,2
683,2
684,9
685,6
686,2
687,8
688,5
689,10
690,2
691,2
692,2
693,2
694,0
695,5
696,5
697,5
698,1
699,5
700,8
701,4
702,7
703,7
704,2
705,12
706,5
707,8
708,9
709,5
710,12
711,12
712,12
713,5
714,2
715,1
716,10
717,12
718,8
719,2
720,12
721,2
722,3
723,2
724,8
725,8
726,7
727,6
728,12
729,6
730,6
731,2
732,4
733,8
734,5
735,12
736,6
737,6
738,5
739,3
740,5
741,1
742,1
743,2
744,5
745,2
746,11
747,2
748,6
749,8
750,0
751,1
752,6
753,6
754,6
755,12
756,0
757,7
758,2
759,4
760,12
761,0
762,7
763,10
764,2
765,8
766,5
767,2
768,5
769,2
770,2
771,6
772,3
773,2
774,6
775,4
776,4
777,6
778,6
779,8
780,2
781,12
782,2
783,2
784,7
785,6
786,12
787,3
788,5
789,8
790,5
791,8
792,10
793,6
794,6
795,2
796,2
797,5
798,6
799,12
800,0
801,6
802,8
803,12
804,7
805,11
806,5
807,5
808,8
809,12
810,5
811,9
812,12
813,12
814,8
815,10
816,12
817,8
818,5
819,8
820,8
821,3
822,6
823,6
824,6
825,8
826,5
827,8
828,6
829,10
830,2
831,2
832,1
833,6
834,8
835,8
836,2
837,9
838,5
839,11
840,5
841,12
842,7
843,2
844,6
845,8
846,12
847,10
848,2
849,12
850,8
