index,category
0,0
1,11
2,6
3,11
4,3
5,7
6,11
7,1
8,11
9,12
10,12
11,3
12,2
13,11
14,3
15,3
16,10
17,1
18,9
19,2
20,7
21,8
22,8
23,7
24,11
25,5
26,0
27,9
28,1
29,8
30,12
31,7
32,10
33,6
34,10
35,5
36,3
37,1
38,2
39,10
40,2
41,6
42,6
43,10
44,3
45,4
46,0
47,3
48,3
49,8
50,9
51,7
52,8
53,5
54,2
55,10
56,1
57,7
58,6
59,10
60,2
61,2
62,7
63,10
64,9
65,5
66,1
67,12
68,12
69,4
70,8
71,4
72,5
73,1
74,2
75,2
76,11
77,3
78,3
79,5
80,0
81,2
82,0
83,2
84,7
85,0
86,5
87,8
88,3
89,2
90,12
91,11
92,1
93,6
94,2
95,4
96,0
97,2
98,7
99,11
100,0
101,6
102,8
103,3
104,12
105,8
106,7
107,10
108,1
109,6
110,11
111,11
112,7
113,9
114,12
115,8
116,11
117,7
118,2
119,2
120,0
121,11
122,10
123,0
124,0
125,6
126,6
127,0
128,0
129,11
130,1
131,5
132,2
133,5
134,12
135,7
136,2
137,11
138,6
139,6
140,7
141,0
142,8
143,3
144,6
145,0
146,6
147,4
148,1
149,8
150,10
151,6
152,8
153,2
154,5
155,6
156,11
157,1
158,5
159,5
160,5
161,6
162,6
163,2
164,8
165,1
166,5
167,5
168,8
169,8
170,11
171,2
172,8
173,7
174,8
175,0
176,12
177,2
178,1
179,0
180,8
181,6
182,5
183,5
184,9
185,2
186,10
187,8
188,10
189,12
190,0
191,4
192,5
193,9
194,10
195,8
196,1
197,10
198,5
199,4
200,12
201,10
202,7
203,8
204,9
205,11
206,5
207,6
208,12
209,10
210,0
211,8
212,6
213,2
214,6
215,10
216,1
217,0
218,7
219,10
220,5
221,7
222,1
223,3
224,1
225,3
226,3
227,7
228,2
229,2
230,6
231,7
232,11
233,10
234,5
235,2
236,8
237,10
238,10
239,3
240,4
241,9
242,5
243,1
244,9
245,10
246,6
247,10
248,7
249,10
250,4
251,12
252,10
253,5
254,5
255,4
256,8
257,10
258,4
259,7
260,6
261,1
262,3
263,2
264,6
265,6
266,12
267,0
268,1
269,5
270,7
271,8
272,10
273,8
274,0
275,4
276,6
277,5
278,0
279,8
280,10
281,2
282,6
283,9
284,2
285,10
286,2
287,11
288,8
289,3
290,10
291,7
292,11
293,7
294,2
295,2
296,11
297,6
298,1
299,10
300,7
301,1
302,6
303,10
304,0
305,2
306,11
307,2
308,10
309,7
310,0
311,6
312,2
313,11
314,2
315,3
316,1
317,6
318,4
319,1
320,8
321,12
322,8
323,11
324,11
325,12
326,7
327,4
328,7
329,7
330,5
331,5
332,6
333,12
334,1
335,2
336,12
337,11
338,7
339,8
340,0
341,9
342,6
343,1
344,1
345,8
346,11
347,10
348,4
349,1
350,12
351,5
352,6
353,7
354,6
355,1
356,12
357,5
358,1
359,4
360,2
361,10
362,11
363,1
364,10
365,8
366,7
367,5
368,1
369,0
370,2
371,2
372,1
373,5
374,10
375,1
376,0
377,7
378,7
379,1
380,7
381,9
382,1
383,1
384,11
385,3
386,8
387,1
388,6
389,2
390,5
391,2
392,12
393,5
394,5
395,0
396,2
397,7
398,8
399,1
400,10
401,5
402,5
403,10
404,6
405,7
406,3
407,5
408,3
409,1
410,7
411,5
412,2
413,1
414,2
415,6
416,5
417,10
418,2
419,6
420,0
421,10
422,1
423,4
424,9
425,7
426,5
427,12
428,12
429,4
430,5
431,3
432,7
433,0
434,0
435,7
436,10
437,7
438,0
439,7
440,6
441,11
442,6
443,1
444,8
445,12
446,6
447,2
448,7
449,1
450,10
451,6
452,0
453,5
454,8
455,12
456,10
457,12
458,3
459,7
460,12
461,3
462,11
463,1
464,5
465,2
466,6
467,6
468,3
469,10
470,6
471,12
472,6
473,10
474,11
475,12
476,9
477,12
478,5
479,10
480,1
481,10
482,7
483,5
484,7
485,4
486,12
487,5
488,3
489,10
490,2
491,10
492,12
493,0
494,8
495,12
496,0
497,5
498,12
499,9
