index,category
0,11
1,11
2,11
3,11
4,9
5,7
6,8
7,7
8,11
9,11
10,2
11,2
12,2
13,11
14,6
15,2
16,6
17,1
18,5
19,11
20,7
21,11
22,9
23,0
24,11
25,11
26,6
27,11
28,11
29,6
30,11
31,6
32,11
33,5
34,11
35,5
36,11
37,5
38,7
39,11
40,0
41,11
42,7
43,8
44,9
45,4
46,0
47,11
48,12
49,11
50,5
51,12
52,1
53,11
54,7
55,6
56,2
57,8
58,1
59,11
60,7
61,7
62,6
63,0
64,9
65,1
66,11
67,5
68,5
69,12
70,3
71,0
72,0
73,5
74,6
75,7
76,0
77,8
78,5
79,12
80,0
81,9
82,11
83,11
84,10
85,11
86,2
87,9
88,6
89,11
90,11
91,11
92,7
93,8
94,11
95,6
96,11
97,6
98,11
99,11
100,0
101,1
102,6
103,11
104,7
105,8
106,11
107,11
108,8
109,4
110,11
111,11
112,7
113,6
114,5
115,6
116,10
117,8
118,8
119,7
120,11
121,10
122,11
123,0
124,0
125,11
126,10
127,11
128,0
129,11
130,1
131,5
132,9
133,11
134,9
135,7
136,1
137,12
138,11
139,2
140,7
141,10
142,8
143,9
144,11
145,3
146,6
147,4
148,11
149,8
150,3
151,5
152,11
153,11
154,11
155,1
156,11
157,11
158,8
159,5
160,11
161,11
162,2
163,11
164,8
165,10
166,12
167,11
168,11
169,8
170,4
171,11
172,8
173,12
174,8
175,5
176,11
177,11
178,1
179,9
180,9
181,2
182,10
183,11
184,0
185,1
186,11
187,8
188,10
189,11
190,3
191,11
192,3
193,11
194,11
195,11
196,11
197,11
198,1
199,11
200,8
201,8
202,7
203,6
204,9
205,11
206,11
207,11
208,5
209,7
210,11
211,11
212,5
213,11
214,1
215,11
216,1
217,5
218,9
219,11
220,1
221,11
222,2
223,11
224,11
225,3
226,3
227,7
228,11
229,7
230,11
231,7
232,11
233,2
234,11
235,3
236,11
237,11
238,11
239,0
240,4
241,11
242,5
243,5
244,10
245,4
246,9
247,11
248,11
249,11
250,9
251,11
252,11
253,5
254,5
255,3
256,12
257,2
258,2
259,10
260,5
261,11
262,5
263,7
264,2
265,11
266,11
267,11
268,11
269,10
270,7
271,0
272,11
273,7
274,5
275,10
276,11
277,11
278,9
279,2
280,2
281,0
282,11
283,11
284,3
285,11
286,10
287,2
288,12
289,5
290,6
291,4
292,11
293,8
294,11
295,11
296,11
297,11
298,2
299,11
300,11
301,11
302,5
303,12
304,12
305,7
306,11
307,0
308,5
309,8
310,8
311,11
312,11
313,11
314,1
315,11
316,12
317,11
318,11
319,1
320,12
321,6
322,2
323,1
324,0
325,12
326,11
327,11
328,11
329,8
330,10
331,11
332,6
333,11
334,11
335,7
336,6
337,12
338,6
339,0
340,7
341,1
342,10
343,2
344,8
345,6
346,11
347,11
348,1
349,5
350,2
351,11
352,5
353,11
354,5
355,11
356,1
357,6
358,11
359,11
360,7
361,11
362,10
363,11
364,5
365,11
366,12
367,2
368,8
369,5
370,6
371,11
372,11
373,11
374,11
375,11
376,11
377,3
378,2
379,7
380,8
381,6
382,7
383,11
384,0
385,5
386,1
387,1
388,1
389,0
390,5
391,5
392,11
393,5
394,11
395,12
396,11
397,11
398,11
399,11
400,3
401,11
402,5
403,2
404,3
405,12
406,3
407,11
408,11
409,11
410,3
411,5
412,6
413,11
414,10
415,11
416,11
417,7
418,11
419,11
420,11
421,4
422,11
423,11
424,11
425,4
426,11
427,3
428,7
429,8
430,11
431,12
432,8
433,11
434,11
435,6
436,10
437,11
438,11
439,6
440,5
441,11
442,11
443,5
444,6
445,10
446,5
447,6
448,11
449,11
450,5
451,11
452,9
453,11
454,3
455,11
456,11
457,8
458,11
459,3
460,2
461,6
462,11
463,11
464,8
465,7
466,8
467,11
468,11
469,10
470,11
471,8
472,1
473,2
474,11
475,7
476,3
477,2
478,7
479,6
480,11
481,11
482,3
483,11
484,0
485,3
486,1
487,3
488,11
489,0
490,11
491,6
492,11
493,0
494,9
495,2
496,6
497,11
498,1
499,11
500,5
501,4
502,11
503,11
504,11
505,11
506,5
507,2
508,11
509,4
510,11
511,11
512,11
513,3
514,3
515,9
516,12
517,2
518,7
519,10
520,5
521,0
522,4
523,11
524,12
525,11
526,7
527,4
528,8
529,2
530,11
531,10
532,6
533,12
534,8
535,8
536,1
537,3
538,0
539,7
540,12
541,1
542,11
543,9
544,11
545,11
546,11
547,4
548,11
549,11
550,10
551,7
552,1
553,6
554,4
555,3
556,1
557,11
558,5
559,6
560,11
561,6
562,11
563,11
564,11
565,5
566,8
567,12
568,11
569,4
570,6
571,11
572,12
573,11
574,7
575,2
576,2
577,0
578,2
579,11
580,11
581,6
582,11
583,5
584,11
585,0
586,11
587,11
588,11
589,11
590,11
591,0
592,6
593,12
594,12
595,12
596,2
597,11
598,1
599,6
600,9
601,12
602,2
603,1
604,10
605,11
606,11
607,1
608,11
609,11
610,5
611,10
612,9
613,9
614,11
615,2
616,9
617,8
618,11
619,11
620,11
621,11
622,11
623,8
624,2
625,7
626,4
627,8
628,11
629,9
630,7
631,2
632,11
633,0
634,0
635,6
636,4
637,11
638,11
639,11
640,11
641,3
642,11
643,11
644,11
645,9
646,6
647,11
648,8
649,10
650,0
651,11
652,11
653,11
654,11
655,11
656,11
657,11
658,11
659,6
660,2
661,10
662,5
663,5
664,11
665,1
666,12
667,0
668,5
669,12
670,11
671,11
672,11
673,7
674,11
675,6
676,6
677,12
678,7
679,11
680,7
681,7
682,6
683,11
684,1
685,5
686,11
687,10
688,8
689,6
690,3
691,11
692,6
693,5
694,12
695,2
696,5
697,11
698,11
699,10
700,8
701,11
702,7
703,12
704,2
705,3
706,3
707,8
708,12
709,5
710,5
711,12
712,7
713,11
714,11
715,0
716,6
717,6
718,11
719,6
720,5
721,11
722,10
723,0
724,12
725,6
726,7
727,11
728,11
729,11
730,11
731,12
732,11
733,6
734,11
735,6
736,11
737,11
738,11
739,11
740,11
741,6
742,11
743,3
744,10
745,2
746,11
747,2
748,10
749,11
750,10
751,11
752,10
753,5
754,5
755,1
756,10
757,7
758,11
759,11
760,5
761,3
762,12
763,2
764,11
765,3
766,10
767,6
768,0
769,6
770,10
771,11
772,3
773,11
774,11
775,11
776,11
777,11
778,6
779,11
780,8
781,4
782,6
783,11
784,7
785,5
786,11
787,9
788,11
789,2
790,5
791,11
792,8
793,11
794,5
795,6
796,11
797,2
798,0
799,12
800,3
801,11
802,5
803,4
804,7
805,3
806,11
807,2
808,8
809,1
810,10
811,11
812,2
813,11
814,10
815,11
816,12
817,12
818,10
819,12
820,9
821,10
822,1
823,11
824,3
825,8
826,1
827,8
828,11
829,11
830,10
831,8
832,10
833,6
834,9
835,3
836,6
837,11
838,2
839,11
840,6
841,3
842,7
843,11
844,0
845,8
846,4
847,10
848,1
849,2
850,3
851,7
852,6
853,11
854,2
855,7
856,11
857,11
858,9
859,5
860,9
861,11
862,11
863,11
864,11
865,4
866,11
867,11
868,0
869,5
870,3
871,0
872,8
873,11
874,11
875,11
876,1
877,1
878,2
879,6
880,6
881,12
882,8
883,5
884,10
885,2
886,9
887,11
888,10
889,11
890,10
891,11
892,11
893,11
894,6
895,3
896,11
897,8
898,11
899,10
900,6
901,5
902,10
903,6
904,11
905,0
906,1
907,10
908,8
909,11
910,9
911,0
912,6
913,11
914,2
915,2
916,11
917,8
918,11
919,2
920,11
921,5
922,3
923,4
924,7
925,2
926,10
927,4
928,3
929,10
930,10
931,2
932,11
933,3
934,11
935,11
936,9
937,7
938,2
939,4
940,1
941,2
942,11
943,8
944,11
945,4
946,6
947,5
948,11
949,9
950,2
951,9
952,8
953,5
954,5
955,7
956,5
957,11
958,11
959,11
960,11
961,10
962,0
963,11
964,11
965,10
966,6
967,0
968,1
969,11
970,11
971,11
972,11
973,8
974,11
975,11
976,2
977,2
978,1
979,11
980,5
981,9
982,2
983,12
984,11
985,7
986,8
987,2
988,1
989,11
990,11
991,4
992,11
993,5
994,11
995,11
996,11
997,11
998,10
999,2
1000,5
1001,10
1002,11
1003,7
1004,8
1005,1
1006,11
1007,7
1008,12
1009,11
1010,7
1011,11
1012,11
1013,10
1014,11
1015,11
1016,10
1017,0
1018,1
1019,3
1020,4
1021,11
1022,5
1023,7
1024,1
1025,6
1026,11
1027,11
1028,11
1029,11
1030,9
1031,11
1032,11
1033,2
1034,11
1035,8
1036,0
1037,4
1038,6
1039,11
1040,8
1041,7
1042,11
1043,3
1044,11
1045,10
1046,11
1047,5
1048,5
1049,10
1050,0
1051,10
1052,11
1053,11
1054,5
1055,5
1056,5
1057,8
1058,4
1059,2
1060,11
1061,11
1062,2
1063,7
1064,11
1065,11
1066,2
1067,6
1068,11
1069,10
1070,11
1071,9
1072,12
1073,11
1074,0
1075,11
1076,1
1077,11
1078,11
1079,8
1080,2
1081,5
1082,6
1083,11
1084,0
1085,12
1086,6
1087,6
1088,1
1089,9
1090,8
1091,6
1092,11
1093,11
1094,11
1095,11
1096,11
1097,11
1098,3
1099,11
1100,3
1101,11
1102,5
1103,11
1104,3
1105,11
1106,5
1107,11
1108,11
1109,11
1110,2
1111,11
1112,11
1113,6
1114,11
1115,11
1116,11
1117,11
1118,2
1119,11
1120,11
1121,11
1122,2
1123,12
1124,2
1125,9
1126,11
1127,0
1128,11
1129,6
1130,12
1131,11
1132,6
1133,2
1134,11
1135,2
1136,7
1137,10
1138,11
1139,11
1140,10
1141,7
1142,2
1143,3
1144,4
1145,9
1146,11
1147,5
1148,2
1149,11
1150,3
1151,7
1152,5
1153,1
1154,11
1155,9
1156,11
1157,12
1158,11
1159,12
1160,12
1161,12
1162,3
1163,2
1164,11
1165,2
1166,11
1167,11
1168,12
1169,6
1170,11
1171,11
1172,8
1173,5
1174,3
1175,12
1176,0
1177,6
1178,6
1179,11
1180,1
1181,11
1182,5
1183,0
1184,1
1185,8
1186,4
1187,4
1188,1
1189,11
1190,11
1191,11
1192,11
1193,8
1194,1
1195,2
1196,7
1197,9
1198,6
1199,11
1200,11
1201,2
1202,11
1203,8
1204,11
1205,2
1206,11
1207,11
1208,11
1209,11
1210,2
1211,7
1212,8
1213,8
1214,5
1215,11
1216,9
1217,8
1218,5
1219,11
1220,11
1221,11
1222,1
1223,2
1224,5
1225,7
1226,0
1227,10
1228,11
1229,2
1230,10
1231,11
1232,9
1233,2
1234,9
1235,5
1236,2
1237,0
1238,11
1239,10
1240,1
1241,11
1242,7
1243,11
1244,4
1245,11
1246,11
1247,2
1248,1
1249,5
1250,11
1251,11
1252,9
1253,11
1254,5
1255,12
1256,1
1257,11
1258,11
1259,11
1260,11
1261,2
1262,11
1263,11
1264,11
1265,7
1266,2
1267,11
1268,11
1269,11
1270,5
1271,0
1272,11
1273,3
1274,2
1275,6
1276,11
1277,11
1278,11
1279,11
1280,8
1281,11
1282,9
1283,6
1284,10
1285,7
1286,5
1287,11
1288,12
1289,11
1290,11
1291,11
1292,9
1293,8
1294,11
1295,12
1296,11
1297,11
1298,6
1299,4
1300,6
1301,5
1302,0
1303,11
1304,11
1305,7
1306,5
1307,2
1308,0
1309,11
1310,12
1311,11
1312,11
1313,11
1314,12
1315,8
1316,6
1317,11
1318,11
1319,11
1320,5
1321,6
1322,11
1323,2
1324,1
1325,2
1326,11
1327,10
1328,1
1329,11
1330,1
1331,1
1332,11
1333,10
1334,12
1335,11
1336,7
1337,2
1338,11
1339,11
1340,8
1341,7
1342,0
1343,11
1344,3
1345,12
1346,8
1347,0
1348,3
1349,2
1350,11
1351,5
1352,3
1353,2
1354,10
1355,11
1356,11
1357,5
1358,11
1359,1
1360,11
1361,11
1362,11
1363,11
1364,9
1365,9
1366,6
1367,12
1368,11
1369,11
1370,2
1371,11
1372,11
1373,11
1374,4
1375,11
1376,11
1377,0
1378,11
1379,2
1380,8
1381,5
1382,6
1383,3
1384,2
1385,8
1386,0
1387,5
1388,0
1389,7
1390,6
1391,11
1392,7
1393,11
1394,5
1395,11
1396,8
1397,11
1398,11
1399,11
1400,11
1401,9
1402,10
1403,4
1404,11
1405,8
1406,10
1407,11
1408,11
1409,11
1410,8
1411,2
1412,5
1413,11
1414,6
1415,3
1416,6
1417,10
1418,3
1419,11
1420,3
1421,1
1422,11
1423,11
1424,11
1425,11
1426,9
1427,5
1428,5
1429,11
1430,11
1431,11
1432,10
1433,7
1434,8
1435,3
1436,11
1437,11
1438,10
1439,11
1440,9
1441,11
1442,6
1443,7
1444,10
1445,11
1446,2
1447,11
1448,6
1449,5
1450,11
1451,10
1452,11
1453,5
1454,10
1455,0
1456,11
1457,11
1458,4
1459,11
1460,7
1461,8
1462,11
1463,11
1464,11
1465,6
1466,11
1467,5
1468,10
1469,11
1470,7
1471,11
1472,1
1473,6
1474,3
1475,11
1476,11
1477,2
1478,7
1479,11
1480,11
1481,10
1482,6
1483,0
1484,5
1485,12
1486,2
1487,11
1488,5
1489,12
1490,2
1491,11
1492,6
1493,2
1494,11
1495,7
1496,11
1497,11
1498,1
1499,10
1500,11
1501,6
1502,11
1503,11
1504,2
1505,3
1506,9
1507,1
1508,7
1509,6
1510,11
1511,3
1512,2
1513,11
1514,1
1515,10
1516,11
1517,5
1518,0
1519,10
1520,10
1521,11
1522,11
1523,11
1524,11
1525,11
1526,11
1527,2
1528,12
1529,7
1530,12
1531,7
1532,11
1533,0
1534,11
1535,11
1536,8
1537,0
1538,11
1539,11
1540,11
1541,6
1542,11
1543,11
1544,1
1545,3
1546,9
1547,11
1548,11
1549,8
1550,12
1551,11
1552,11
1553,6
1554,4
1555,11
1556,11
1557,3
1558,11
1559,11
1560,11
1561,5
1562,10
1563,4
1564,7
1565,11
1566,8
1567,11
1568,11
1569,11
1570,11
1571,9
1572,11
1573,8
1574,3
1575,7
1576,11
1577,11
1578,10
1579,1
1580,11
1581,6
1582,11
1583,2
1584,12
1585,1
1586,6
1587,11
1588,3
1589,11
1590,2
1591,2
1592,8
1593,10
1594,11
1595,11
1596,3
1597,10
1598,11
1599,11
1600,4
1601,10
1602,10
1603,5
1604,8
1605,8
1606,11
1607,4
1608,6
1609,9
1610,11
1611,11
1612,8
1613,11
1614,6
1615,11
1616,2
1617,3
1618,11
1619,10
1620,11
1621,11
1622,11
1623,2
1624,4
1625,3
1626,12
1627,12
1628,0
1629,11
1630,1
1631,11
1632,11
1633,11
1634,11
1635,12
1636,11
1637,9
1638,2
1639,2
1640,6
1641,4
1642,3
1643,11
1644,10
1645,6
1646,11
1647,9
1648,11
1649,6
1650,11
1651,3
1652,11
1653,11
1654,8
1655,11
1656,7
1657,11
1658,5
1659,11
1660,7
1661,8
1662,11
1663,8
1664,11
1665,12
1666,8
1667,0
1668,0
1669,4
1670,11
1671,11
1672,10
1673,5
1674,5
1675,10
1676,11
1677,11
1678,6
1679,11
1680,8
1681,0
1682,5
1683,5
1684,11
1685,8
1686,6
1687,9
1688,11
1689,3
1690,11
1691,11
1692,5
1693,9
1694,8
1695,11
1696,6
1697,10
1698,2
1699,4
1700,1
1701,11
1702,5
1703,9
1704,8
1705,11
1706,11
1707,11
1708,6
1709,1
1710,2
1711,12
1712,11
1713,1
1714,1
1715,12
1716,3
1717,2
1718,11
1719,6
1720,12
1721,6
1722,1
1723,11
1724,6
1725,11
1726,12
1727,11
1728,11
1729,5
1730,11
1731,11
1732,6
1733,11
1734,2
1735,10
1736,9
1737,5
1738,9
1739,8
1740,3
1741,9
1742,5
1743,3
1744,11
1745,7
1746,8
1747,5
1748,11
1749,2
1750,5
1751,5
1752,5
1753,11
1754,11
1755,6
1756,11
1757,12
1758,11
1759,10
1760,11
1761,10
1762,3
1763,7
1764,9
1765,11
1766,11
1767,8
1768,11
1769,11
1770,6
1771,11
1772,3
1773,7
1774,2
1775,11
1776,11
1777,9
1778,10
1779,1
1780,6
1781,2
1782,0
1783,11
1784,7
1785,11
1786,11
1787,10
1788,11
1789,2
1790,8
1791,2
1792,11
1793,11
1794,1
1795,8
1796,2
1797,3
1798,11
1799,2
1800,12
1801,9
1802,2
1803,2
1804,3
1805,2
1806,10
1807,11
1808,12
1809,9
1810,8
1811,11
1812,9
1813,4
1814,11
1815,11
1816,6
1817,1
1818,11
1819,5
1820,8
1821,11
1822,11
1823,0
1824,5
1825,12
1826,11
1827,11
1828,11
