index,category
0,8
1,1
2,6
3,8
4,3
5,11
6,8
7,2
8,8
9,2
10,8
11,5
12,3
13,8
14,8
15,12
16,6
17,1
18,8
19,12
20,1
21,8
22,8
23,12
24,3
25,5
26,0
27,1
28,8
29,8
30,11
31,8
32,12
33,5
34,1
35,5
36,8
37,8
38,8
39,6
40,8
41,8
42,8
43,8
44,12
45,4
46,8
47,12
48,11
49,4
50,7
51,12
52,8
53,8
54,8
55,5
56,1
57,1
58,8
59,12
60,8
61,7
62,11
63,8
64,5
65,8
66,8
67,8
68,7
69,2
70,8
71,3
72,8
73,8
74,8
75,5
76,8
77,8
78,8
79,5
80,0
81,12
82,5
83,0
84,12
85,8
86,12
87,3
88,12
89,5
90,8
91,8
92,4
93,8
94,2
95,8
96,4
97,12
98,8
99,3
100,8
101,1
102,8
103,11
104,7
105,8
106,3
107,11
108,1
109,10
110,11
111,10
112,8
113,8
114,12
115,8
116,5
117,8
118,8
119,2
120,8
121,1
122,10
123,0
124,8
125,8
126,1
127,12
128,12
129,10
130,1
131,2
132,1
133,6
134,8
135,7
136,1
137,8
138,11
139,8
140,2
141,8
142,8
143,3
144,9
145,4
146,6
147,8
148,1
149,8
150,0
151,4
152,10
153,6
154,8
155,9
156,4
157,5
158,8
159,8
160,8
161,5
162,5
163,8
164,1
165,4
166,1
167,8
168,5
169,8
170,8
171,10
172,8
173,5
174,12
175,8
176,12
177,8
178,10
179,8
180,8
181,8
182,7
183,5
184,8
185,8
186,8
187,8
188,6
189,8
190,4
191,12
192,8
193,12
194,12
195,2
196,8
197,7
198,12
199,4
200,8
201,4
202,7
203,8
204,2
205,2
206,8
207,4
208,2
209,5
210,12
211,3
212,12
213,4
214,8
215,8
216,1
217,12
218,7
219,8
220,12
221,3
222,5
223,5
224,1
225,3
226,3
227,8
228,11
229,12
230,8
231,8
232,11
233,12
234,6
235,11
236,11
237,8
238,8
239,8
240,8
241,9
242,8
243,10
244,11
245,8
246,11
247,10
248,3
249,1
250,4
251,11
252,8
253,4
254,8
255,4
256,8
257,4
258,0
259,7
260,8
261,5
262,1
263,2
264,10
265,10
266,6
267,1
268,8
269,3
270,7
271,12
272,12
273,3
274,5
275,4
276,6
277,8
278,8
279,8
280,12
281,8
282,8
283,7
284,12
285,8
286,11
287,8
288,12
289,8
290,8
291,4
292,12
293,8
294,0
295,11
296,5
297,8
298,12
299,8
300,1
301,8
302,4
303,8
304,5
305,5
306,12
307,5
308,5
309,12
310,8
311,1
312,12
313,5
314,1
315,8
316,2
317,5
318,12
319,8
320,8
321,8
322,2
323,12
324,8
325,8
326,11
327,4
328,8
329,8
330,4
331,5
332,8
333,12
334,11
335,11
336,12
337,3
338,2
339,8
340,5
341,3
342,5
343,1
344,8
345,8
346,8
347,6
348,1
349,8
350,12
351,4
352,8
353,8
354,8
355,1
356,5
357,1
358,8
359,4
360,1
361,10
362,11
363,5
364,8
365,8
366,12
367,10
368,5
369,8
370,12
371,8
372,2
373,8
374,2
375,12
376,2
377,3
378,1
379,12
380,2
381,8
382,7
383,8
384,8
385,3
386,8
387,8
388,5
389,11
390,12
391,2
392,8
393,8
394,11
395,12
396,2
397,4
398,4
399,8
400,12
401,5
402,12
403,12
404,7
405,7
406,3
407,12
408,11
409,5
410,8
411,8
412,11
413,8
414,8
415,8
416,1
417,8
418,12
419,12
420,6
421,7
422,1
423,6
424,8
425,5
426,6
427,6
428,2
429,8
430,5
431,10
432,8
433,8
434,12
435,12
436,12
437,2
438,5
439,12
440,8
441,11
442,2
443,8
444,8
445,8
446,5
447,8
448,8
449,1
450,11
451,11
452,0
453,12
454,11
455,11
456,8
457,5
458,3
459,8
460,8
461,8
462,11
463,10
464,5
465,1
466,8
467,0
468,8
469,8
470,8
471,2
472,12
473,12
474,8
475,0
476,7
477,12
478,5
479,12
480,8
481,8
482,1
483,12
484,11
485,3
486,5
487,12
488,1
489,12
490,2
491,12
492,8
493,1
494,12
495,1
496,8
497,11
498,12
499,8
500,8
501,4
502,8
503,1
504,0
505,12
506,12
507,4
508,5
509,12
510,8
511,11
512,8
513,4
514,8
515,4
516,10
517,8
518,11
519,7
520,8
521,12
522,2
523,6
524,10
525,3
526,7
527,4
528,12
529,5
530,7
531,12
532,12
533,8
534,8
535,8
536,8
537,4
538,12
539,8
540,10
541,5
542,12
543,8
544,10
545,4
546,8
547,1
548,1
549,5
550,2
551,7
552,8
553,10
554,12
555,8
556,7
557,4
558,1
559,1
560,0
561,4
562,12
563,0
564,10
565,8
566,8
567,8
568,2
569,8
570,10
571,12
572,8
573,11
574,12
575,9
576,8
577,8
578,8
579,8
580,0
581,6
582,8
583,5
584,8
585,8
586,8
587,12
588,5
589,8
590,8
591,10
592,5
593,6
594,12
595,5
596,5
597,1
598,9
599,8
600,2
601,12
602,5
603,8
604,10
605,8
606,11
607,8
608,8
609,8
610,5
611,8
612,8
613,8
614,5
615,2
616,8
617,8
618,4
619,1
620,0
621,5
622,8
623,5
624,8
625,8
626,2
627,8
628,8
629,4
630,11
631,0
632,2
