index,category
0,6
1,3
2,6
3,2
4,6
5,7
6,6
7,2
8,6
9,6
10,9
11,9
12,6
13,5
14,6
15,9
16,8
17,1
18,6
19,6
20,7
21,6
22,3
23,0
24,6
25,6
26,6
27,6
28,6
29,8
30,6
31,3
32,6
33,5
34,6
35,5
36,6
37,2
38,7
39,6
40,0
41,6
42,7
43,8
44,12
45,4
46,0
47,6
48,12
49,6
50,5
51,12
52,1
53,6
54,7
55,6
56,6
57,12
58,1
59,6
60,7
61,7
62,12
63,3
64,8
65,1
66,3
67,5
68,2
69,12
70,4
71,0
72,0
73,5
74,12
75,7
76,0
77,3
78,5
79,12
80,0
81,4
82,6
83,6
84,10
85,6
86,9
87,0
88,5
89,6
90,6
91,6
92,7
93,6
94,6
95,12
96,6
97,6
98,3
99,6
100,0
101,1
102,12
103,3
104,7
105,8
106,3
107,6
108,9
109,10
110,11
111,6
112,7
113,6
114,5
115,12
116,10
117,3
118,8
119,7
120,6
121,10
122,6
123,3
124,3
125,6
126,10
127,6
128,0
129,6
130,1
131,5
132,6
133,6
134,2
135,7
136,1
137,6
138,6
139,6
140,7
141,10
142,8
143,8
144,6
145,4
146,6
147,6
148,6
149,8
150,6
151,5
152,6
153,2
154,6
155,1
156,2
157,3
158,2
159,3
160,6
161,6
162,9
163,6
164,8
165,10
166,12
167,3
168,6
169,8
170,12
171,6
172,8
173,2
174,6
175,5
176,2
177,3
178,1
179,6
180,12
181,9
182,10
183,6
184,0
185,1
186,6
187,8
188,10
189,6
190,4
191,6
192,4
193,6
194,2
195,6
196,6
197,6
198,2
199,6
200,8
201,6
202,3
203,6
204,8
205,12
206,2
207,2
208,2
209,7
210,6
211,6
212,6
213,6
214,1
215,6
216,1
217,12
218,6
219,6
220,1
221,3
222,9
223,6
224,3
225,12
226,4
227,7
228,6
229,7
230,6
231,7
232,6
233,9
234,6
235,4
236,6
237,6
238,6
239,0
240,2
241,6
242,4
243,3
244,10
245,12
246,6
247,6
248,6
249,6
250,6
251,6
252,6
253,6
254,5
255,4
256,5
