index,category
0,6
1,3
2,6
3,6
4,3
5,7
6,8
7,7
8,6
9,2
10,8
11,2
12,2
13,5
14,6
15,2
16,8
17,1
18,10
19,6
20,7
21,6
22,3
23,0
24,6
25,6
26,6
27,9
28,6
29,10
30,6
31,6
32,12
33,5
34,6
35,5
36,6
37,11
38,7
39,6
40,0
41,6
42,7
43,8
44,12
45,4
46,0
47,6
48,6
49,6
50,5
51,12
52,1
53,6
54,7
55,2
56,6
57,8
58,1
59,6
60,7
61,7
62,6
63,3
64,8
65,1
66,3
67,5
68,5
69,6
70,3
71,1
72,0
73,9
74,6
75,7
76,0
77,9
78,5
79,12
80,0
81,1
82,6
83,0
84,10
85,6
86,6
87,0
88,5
89,11
90,6
91,6
92,12
93,9
94,6
95,6
96,6
97,6
98,0
99,6
100,0
101,1
102,9
103,3
104,7
105,4
106,3
107,11
108,8
109,4
110,11
111,11
112,12
113,6
114,5
115,12
116,10
117,8
118,8
119,7
120,6
121,10
122,11
123,3
124,3
125,6
126,10
127,6
128,0
129,6
130,1
131,5
132,6
133,6
134,9
135,7
136,1
137,3
138,6
139,6
140,4
141,10
142,8
143,8
144,9
145,3
146,6
147,4
148,6
149,8
150,6
151,5
152,6
153,3
154,6
155,1
156,6
157,3
158,9
159,3
160,6
161,6
162,3
163,6
164,8
165,10
166,8
167,3
168,6
169,8
170,4
171,6
172,8
173,12
174,6
175,5
176,6
177,3
178,1
179,6
180,9
181,6
182,10
183,6
184,0
185,1
186,6
187,2
188,10
189,6
190,0
191,6
192,3
193,6
194,6
195,6
196,6
197,6
198,1
199,12
200,8
201,6
202,7
203,6
204,9
205,12
206,9
207,3
208,5
209,7
210,6
211,6
212,6
213,6
214,1
215,6
216,1
217,11
218,10
219,6
220,1
221,11
222,3
223,6
224,6
225,11
226,3
227,7
228,6
229,7
230,0
231,7
232,3
233,6
234,6
235,3
236,6
237,6
238,6
239,0
240,4
241,9
242,3
243,3
244,10
245,4
246,6
247,11
248,6
249,6
250,6
251,6
252,6
253,6
254,5
255,2
256,5
