index,category
0,12
1,7
2,6
3,4
4,4
5,7
6,4
7,7
8,10
9,2
10,11
11,2
12,6
13,5
14,7
15,0
16,6
17,9
18,10
19,12
20,7
21,8
22,0
23,7
24,10
25,4
26,6
27,9
28,1
29,8
30,1
31,12
32,10
33,10
34,6
35,0
36,3
37,3
38,7
39,7
40,10
41,10
42,7
43,10
44,10
45,11
46,0
47,11
48,9
49,12
50,10
51,12
52,9
53,7
54,7
55,6
56,1
57,8
58,9
59,6
60,7
61,7
62,10
63,3
64,8
65,9
66,5
67,12
68,4
69,0
70,4
71,12
72,4
73,1
74,8
75,2
76,3
77,8
78,10
79,12
80,0
81,0
82,2
83,7
84,12
85,6
86,10
87,0
88,6
89,4
90,11
91,2
92,11
93,8
94,7
95,0
96,4
97,11
98,5
99,6
100,10
101,1
102,4
103,3
104,7
105,8
106,3
107,11
108,5
109,7
110,8
111,10
112,7
113,4
114,5
115,12
116,3
117,3
118,8
119,7
120,0
121,1
122,9
123,5
124,3
125,2
126,1
127,11
128,4
129,10
130,1
131,2
132,0
133,12
134,12
135,7
136,1
137,3
138,5
139,0
140,7
141,4
142,8
143,11
144,9
145,4
146,6
147,8
148,1
149,8
150,12
151,4
152,10
153,3
154,0
155,9
156,4
157,3
158,2
159,1
160,6
161,6
162,10
163,10
164,8
165,7
166,10
167,3
168,0
169,8
170,4
171,0
172,8
173,5
174,10
175,10
176,2
177,3
178,0
179,0
180,12
181,10
182,12
183,3
184,3
185,5
186,10
187,8
188,12
189,10
190,8
191,2
192,0
193,12
194,11
195,10
196,5
197,10
198,9
199,11
200,11
201,4
202,7
203,8
204,2
205,7
206,4
207,4
208,4
209,6
210,10
211,1
212,10
213,4
214,3
215,1
216,12
217,12
218,0
219,8
220,9
221,3
222,3
223,4
224,3
225,4
226,4
227,7
228,0
229,7
230,8
231,4
232,11
233,9
234,4
235,2
236,1
237,10
238,6
239,4
240,4
241,9
242,10
243,3
244,12
245,1
246,4
247,12
248,0
249,2
250,6
251,11
252,6
253,11
254,0
255,4
256,3
257,0
258,10
259,7
260,6
261,5
262,1
263,7
264,10
265,11
266,5
267,2
268,6
269,6
270,7
271,3
272,10
273,12
274,4
275,6
276,6
277,12
278,7
279,2
280,2
281,4
282,6
283,10
284,0
285,7
286,5
287,2
288,8
289,10
290,4
291,8
292,10
293,5
294,7
295,6
296,9
297,0
298,0
299,11
300,5
301,10
302,0
303,10
304,5
305,7
306,7
307,0
308,10
309,7
310,8
311,8
312,12
313,4
314,1
315,10
316,5
317,9
318,3
319,9
320,8
321,8
322,0
323,9
324,7
325,10
326,7
327,12
328,3
329,4
330,10
331,6
332,0
333,11
334,11
335,7
336,8
337,12
338,2
339,12
340,1
341,9
342,5
343,11
344,8
345,8
346,10
347,0
348,9
349,4
350,1
351,10
352,0
353,3
354,7
355,10
356,9
357,12
358,7
359,0
360,7
361,4
362,5
363,3
364,12
365,8
366,7
367,0
368,6
369,6
370,12
371,4
372,6
373,6
374,2
375,10
376,6
377,7
378,5
379,1
380,8
381,10
382,7
383,11
384,3
385,10
386,9
387,5
388,9
389,4
390,10
391,5
392,9
393,5
394,11
395,12
396,2
397,3
398,8
399,10
400,11
401,10
402,0
403,12
404,4
405,12
406,3
407,10
408,3
409,5
410,10
411,2
412,12
413,9
414,12
415,7
416,7
417,3
418,11
419,10
420,1
421,12
422,12
423,3
424,3
425,3
426,3
427,7
428,7
429,8
430,6
431,10
432,2
433,0
434,6
435,12
436,9
437,2
438,7
439,12
440,4
441,10
442,3
443,10
444,6
445,5
446,5
447,1
448,7
449,1
450,0
451,0
452,0
453,5
454,3
455,11
456,1
457,6
458,10
459,6
460,0
461,3
462,11
463,11
464,11
465,7
466,6
467,2
468,2
469,10
470,6
471,2
472,5
473,4
474,0
475,2
476,0
477,6
478,11
479,1
480,5
481,10
482,2
483,10
484,3
485,10
486,9
487,2
488,5
489,0
490,10
491,12
492,10
493,1
494,8
495,10
496,0
497,0
498,2
499,9
500,11
501,4
502,4
503,1
504,3
505,7
506,12
507,10
508,6
509,4
510,6
511,2
512,6
513,12
514,0
515,0
516,9
517,4
518,7
519,7
520,10
521,7
522,2
523,10
524,12
525,3
526,7
