index,category
0,0
1,3
2,6
3,4
4,0
5,7
6,0
7,7
8,9
9,2
10,2
11,5
12,5
13,5
14,12
15,0
16,6
17,1
18,11
19,6
20,7
21,0
22,3
23,3
24,0
25,5
26,0
27,9
28,0
29,8
30,11
31,3
32,0
33,5
34,0
35,5
36,1
37,8
38,7
39,11
40,0
41,0
42,7
43,8
44,8
45,4
46,1
47,11
48,11
49,8
50,5
51,12
52,1
53,9
54,7
55,5
56,1
57,8
58,1
59,6
60,7
61,7
62,4
63,3
64,8
65,1
66,9
67,5
68,5
69,7
70,0
71,1
72,0
73,3
74,8
75,7
76,1
77,3
78,5
79,0
80,0
81,4
82,0
83,0
84,10
85,0
86,0
87,0
88,0
89,9
90,6
91,0
92,0
93,0
94,4
95,12
96,0
97,11
98,3
99,0
100,0
101,1
102,9
103,3
104,7
105,8
106,3
107,6
108,3
109,10
110,11
111,11
112,7
113,12
114,5
115,12
116,10
117,3
118,8
119,7
120,0
121,10
122,0
123,3
124,3
125,9
126,10
127,0
128,0
129,0
130,1
131,11
132,0
133,6
134,12
135,7
136,1
137,1
138,9
139,0
140,7
141,10
142,8
143,3
144,9
145,4
146,6
147,8
148,1
149,8
150,0
151,6
152,0
153,12
154,0
155,1
156,4
157,2
158,12
159,5
160,8
161,0
162,0
163,0
164,8
165,10
166,8
167,3
168,8
169,8
170,4
171,0
172,8
173,12
174,0
175,0
176,5
177,3
178,1
179,11
180,12
181,0
182,10
183,9
184,0
185,1
186,0
187,8
188,6
189,11
190,4
191,0
192,4
193,1
194,12
195,0
196,0
197,0
198,1
199,0
200,0
201,4
202,7
203,8
204,8
205,2
206,12
207,12
208,5
209,7
210,0
211,0
212,5
213,4
214,1
215,0
216,1
217,6
218,2
219,0
220,1
221,3
222,1
223,0
224,3
225,0
226,0
227,7
228,11
229,7
230,4
231,7
232,11
233,0
234,6
235,0
236,0
237,1
238,0
239,0
240,12
241,9
242,5
243,3
244,10
245,12
246,6
247,0
248,9
249,0
250,4
251,0
252,6
253,0
254,0
255,4
256,7
257,4
258,2
259,10
260,3
261,2
262,0
263,7
264,0
265,0
266,3
267,0
268,0
269,0
270,7
271,6
272,0
273,7
274,5
275,10
276,6
277,8
278,3
279,2
280,2
281,0
282,0
283,6
284,11
285,5
286,10
287,1
288,8
289,8
290,6
291,8
292,11
293,3
294,0
295,11
296,5
297,0
298,0
299,0
300,3
301,3
302,4
303,0
304,9
305,7
306,11
307,1
308,0
309,8
310,6
311,8
312,0
313,0
314,1
315,0
316,0
317,5
318,3
319,1
320,8
321,8
322,2
323,1
324,1
325,8
326,0
327,2
328,3
